H,BRANCH,CITY,STATE,ZIP,PART NO,QTY, ,IVC NBR,DATE,COST,PRICE,RES.EXT,ACCT.,NAME,CUST PO#,SHIP DATE,SHIP NBR,COUNTRY CODE,ID,CURRENCY CODE,EXCHANGE RATE,ID,CURRENCY CODE,EXCHANGE DATE
L,WEB,ST.PETERSBURG,EX,194223,SIT9120AI-2D3-33E200.000000X,70, ,55973795,20200309,1.596,2.53,177.1,5354700,PM ELECTRONICS,PM-867/20,20200309,,RU,BY,USD,1,SE,USD,20200309
L,WEB,KIEV,EX,3110,SIT9121AI-2C2-33E125.000000X,6, ,55976211,20200309,2.1073,4.43,26.58,5840941,EVOCOM.UA,12569,20200309,,UA,BY,USD,1,SE,USD,20200309
L,WEB,SAN JOSE,CA,95131,SIT8918AA-11-33S-16.000000G,55, ,55980448,20200309,1.8,3.25,178.75,1011154,JAVAD EMS,71508091,20200309,,US,BY,USD,1,SE,USD,20200309
L,TX,CHESTERFIELD,MI,48051,SIT8008BI-11-18E-33.333333G,50, ,55984129,20200309,0.511,0.941,47.05,1622577,"RIVERSIDE MFG., LLC",AM00000708,20200309,,US,BY,USD,1,SE,USD,20200309
L,WEB,ANAHEIM,CA,92807,SIT8008BI-11-18E-33.333333G,7, ,55985018,20200309,0.511,1.2,8.4,1690213,"PWB AMERICA, INC.",18493653,20200309,,US,BY,USD,1,SE,USD,20200309
L,WEB,HK,EX,0,SIT8924BA-22-33E-8.192000G,5, ,55985316,20200309,1.475,2.79,13.95,5482238,TRADE SERVICES COMPANY LIMITED,PO00240165,20200309,,HK,BY,USD,1,SE,USD,20200309
L,WEB,KOWLOON,EX,0,SIT8008BI-11-18E-33.333333G,5, ,55986437,20200309,0.511,1.06,5.3,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO210583,20200309,,HK,BY,USD,1,SE,USD,20200309
L,WEB,RAVENSBURG,EX,88214,SIT1552AI-JE-DCC-32.768E,1000, ,55988121,20200309,0.851,1.268,1268,5931898,GUTERMANN TECHNOLOGY GMBH,200120,20200309,,DE,BY,USD,1,SE,USD,20200309
L,WEB,NAGANO,EX,3850021,SIT9120AI-2B1-33E50.000000E,9, ,55988590,20200309,1.386,3.13,28.17,5764466,"CORE STAFF CO., LTD (C)",200309KI,20200309,,JP,BY,USD,1,SE,USD,20200309
L,WEB,WEIFANG,SD,261011,SIT2001BI-S2-33E-50.000000G,56, ,55990090,20200309,0.452,1.037,58.072,5347633,"SHANDONG FREE OPTICS TECH CO.,LTD",FREE-SDHT-2003-014,20200309,,CN,BY,USD,1,SE,USD,20200309
L,WEB,DAEJEON,EX,34186,SiT9102AI-243N25E200.00000X,6, ,55990121,20200309,5.484,9.21,55.26,5232318,DAEMYUNG SEMICONDUCTOR,DMBG-200309,20200309,,KR,BY,USD,1,SE,USD,20200309
L,WEB,ERFURT,EX,99084,SiT1602AC-12-33E-26.000000G,10, ,55990573,20200309,0.524,1.137,11.37,5022829,BRUCKNER JAROSCH GMBH,MOTIADAPTER-FPGA,20200309,,DE,BY,USD,1,SE,USD,20200309
L,WEB,SHAOXING,ZJ,311200,SiT9120AI-2D3-25E200.000000X,20, ,55990677,20200309,1.596,3.385,67.7,5511478,"FMI MEDICAL SYSTEMS CO.,L",M20030123,20200309,,CN,BY,USD,1,SE,USD,20200309
L,WEB,KAOHSIUNG CITY,EX,813,SiT8021AI-J4-18S-12.288000E,50, ,55991712,20200309,0.457,1.158,57.9,5A21EC7,TRIGREATTECH,18533988,20200309,,TW,BY,USD,1,SE,USD,20200309
L,WEB,CERKNICA,EX,1380,SIT8924BA-13-33E-25.000000G,60, ,55993675,20200309,1.18,2.274,136.44,5474322,PROPLACE D.O.O.,2020-01190,20200309,,SI,BY,USD,1,SE,USD,20200309
L,WEB,MONTREAL,QC,H4S 0A9,SIT1602BI-23-33E-25.000000G,10, ,56000162,20200309,0.478,1.155,11.55,5624337,Natural Person,18539614,20200309,,CA,BY,USD,1,SE,USD,20200309
L,WEB,WELSUM,EX,8196 KB,SiT1602AI-73-33E-25.000000G,5, ,56014144,20200310,0.455,1.235,6.175,5685049,TEST INSPIRE BV,18546956,20200310,,NL,BY,USD,1,SE,USD,20200310
L,WEB,SAN JOSE,CA,95134,SIT9120AI-2B1-33E50.000000E,13, ,56020391,20200310,1.386,2.91,37.83,1595903,NAPROTEK INC.,54276,20200310,,US,BY,USD,1,SE,USD,20200310
L,TX,LONGMONT,CO,80503,SIT8924BA-11-33E-100.000000G,10, ,56020433,20200310,1.475,3.1,31,1566804,ONCORE MANUFACTURING,583074,20200310,,US,BY,USD,1,SE,USD,20200310
L,DE,KARLSFELD,EX,85757,SiT1533AI-H4-DCC-32.768E,210, ,56020599,20200310,0.416,0.847,177.87,5798597,LACON ELECTRONIC GMBH,BES270353,20200310,,DE,BY,USD,1,SE,USD,20200310
L,TX,SANTA MARIA,CA,93455,SIT9120AI-2C2-33E100.000000X,10, ,55967264,20200310,1.756,3.69,36.9,1628948,GAVIAL ENGINEERING & MFG INC,105710,20200310,,US,BY,USD,1,SE,USD,20200310
L,WEB,SIMMERATH,EX,52152,SiT5155AI-FK-33E0-20.000000X,16, ,55998226,20200310,15.0228,22.563,361.008,5370631,KE-TRONIK,2020-0311,20200310,,DE,BY,USD,1,SE,USD,20200310
L,WEB,KOWLOON,EX,0,SIT9120AI-2D3-33E200.000000X,12, ,56007359,20200310,1.596,2.95,35.4,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO216811-1,20200310,,HK,BY,USD,1,SE,USD,20200310
L,WEB,SHENZHEN,GD,518031,SiT1533AI-H4-DCC-32.768E,24, ,56007431,20200310,0.416,0.947,22.728,6008A07,"SHENZHEN GONGJIN ELECTRONICS CO., LTD.",18542695,20200310,,CN,BY,USD,1,SE,USD,20200310
L,UK,GLOUCESTERSHIRE,EX,GL5 5EY,SiT8021AI-J4-XXS-4.000000E,60, ,56009737,20200310,0.457,1.696,101.76,5863858,RENISHAW PLC,PU03520642,20200310,,GB,BY,USD,1,SE,USD,20200310
L,WEB,QUEBEC,QC,G2N 2K7,SIT9102AI-243N33E200.00000X,10, ,56012823,20200310,4.57,8.66,86.6,5635338,FESTO DIDACTIC LTD,1047046659,20200310,,CA,BY,USD,1,SE,USD,20200310
L,WEB,MULHOUSE,EX,68100,SiT1533AI-H4-DCC-32.768E,550, ,56013028,20200310,0.416,0.706,388.3,5754122,ARMADEUS SYSTEMS,18545374,20200310,,FR,BY,USD,1,SE,USD,20200310
L,CN,SUZHOU,JS,215021,SiT1533AI-H4-DCC-32.768E,25, ,55949007,20200311,0.416,0.791,19.775,5262263,"SCANFIL(SUZHOU)CO.,LTD",NEWMOUSE2010,20200311,,CN,BY,USD,1,SE,USD,20200311
L,TX,MOORPARK,CA,93021,SIT8102AI-23-25E-40.00000T,100, ,55982033,20200311,0.6,1.74,174,1405317,BENCHMARK ELECTRONICS,QPJ003098,20200311,,US,BY,USD,1,SE,USD,20200311
L,WEB,KOWLOON,EX,0,SiT8008BI-33-33E-25.000000X,30, ,55991013,20200311,0.469,0.924,27.72,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO216798-2,20200311,,HK,BY,USD,1,SE,USD,20200311
L,TX,OTTAWA LAKE,MI,49267,SiT9120AI-2D3-25E200.000000X,5, ,55995760,20200311,1.596,2.82,14.1,1547749,PINNACLE TECHNOLOGY GROUP,111321,20200311,,US,BY,USD,1,SE,USD,20200311
L,WEB,FLORIANOPOLIS,SC,88034132,SiT5155AI-FK-33E0-20.000000X,6, ,56022855,20200311,15.0228,24.59,147.54,5360978,MACNICA DHW LTDA,04.121.834/0001-06,20200311,,BR,BY,USD,1,SE,USD,20200311
L,WEB,BRIDGWATER,SO,TA6 4FJ,SIT9005AI-21-18EH37.125000E,40, ,56027937,20200311,1.13,2.391,95.64,5925154,TRIZO LIMITED,837799,20200311,,GB,BY,USD,1,SE,USD,20200311
L,IL,RAANANA,EX,294,SiT8103AI-23-33E-24.00000X,55, ,56029994,20200311,0.6,1.063,58.465,5896644,MICATALOG LTD,ROTEM 20160633,20200311,,IL,BY,USD,1,SE,USD,20200311
L,WEB,GARDANNE,EX,13120,SiT8103AI-23-33E-16.00000X,10, ,56033152,20200311,0.6,2.165,21.65,5376728,NERYS,C20066,20200311,,FR,BY,USD,1,SE,USD,20200311
L,TX,OTTAWA LAKE,MI,49267,SiT9120AI-2D3-25E200.000000X,5, ,56036073,20200311,1.596,2.82,14.1,1547749,PINNACLE TECHNOLOGY GROUP,111321,20200311,,US,BY,USD,1,SE,USD,20200311
L,WEB,SAN FRANCISCO,CA,94103,SiT8924BA-72-18E-50.000000E,37, ,56037620,20200311,1.115,2.04,75.48,1403022,Natural Person,12551-10,20200311,,US,BY,USD,1,SE,USD,20200311
L,WEB,SAN FRANCISCO,CA,94103,SIT9120AI-2C3-33E125.000000X,37, ,56037620,20200311,1.596,2.81,103.97,1403022,Natural Person,12551-10,20200311,,US,BY,USD,1,SE,USD,20200311
L,DE,SCHAAN,EX,9494,SIT1602BI-13-33E-50.000000G,20, ,56005194,20200312,0.478,1.097,21.94,5574223,HILTI AKTIENGESELLSCHAFT,7100000976,20200312,,LI,BY,USD,1,SE,USD,20200312
L,HK,"KWUN TONG,KOWLOON",EX,0,SiT8008BI-13-XXS-12.000000G,2, ,56026818,20200312,0.45,1.13,2.26,5933995,HK LIANCHUANG ELECTRONICS CO LTD(C),MOUSER20031105,20200312,,HK,BY,USD,1,SE,USD,20200312
L,SE,KONGSBERG,EX,3616,SiT5155AI-FK-33E0-20.000000X,2, ,56032402,20200312,15.0228,23.954,47.908,5151961,KONGSBERG DEFENCE & AEROSPACE AS,301010740,20200312,,NO,BY,USD,1,SE,USD,20200312
L,TX,WEST WARWICK,RI,28937526,SiT9102AI-243N25E200.00000X,15, ,56035672,20200312,5.484,8.66,129.9,1547024,ASTRO-MED,3842279-000 OP,20200312,,US,BY,USD,1,SE,USD,20200312
L,WEB,KYIV,EX,4074,SiT8008BC-83-33E-24.000000X,2, ,56035878,20200312,0.449,1.22,2.44,5062058,COGITO LLC,39,20200312,,UA,BY,USD,1,SE,USD,20200312
L,WEB,SAVIGNY,EX,1073,SiT8103AI-23-33E-12.00000X,21, ,56042837,20200312,0.6,1.589,33.369,5316928,SIGNAL PROCESSING SA,18555637,20200312,,CH,BY,USD,1,SE,USD,20200312
L,WEB,SAVIGNY,EX,1073,SiT8103AI-23-33E-25.00000X,22, ,56042837,20200312,0.6,1.589,34.958,5316928,SIGNAL PROCESSING SA,18555637,20200312,,CH,BY,USD,1,SE,USD,20200312
L,WEB,SHA TIN,HK,0,SIT1618AA-22-33S-25.000000G,2, ,56043313,20200312,1.092,2.27,4.54,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200312129471,20200312,,HK,BY,USD,1,SE,USD,20200312
L,WEB,SHA TIN,HK,0,SIT1602AC-12-33E-8.192000G,20, ,56043313,20200312,0.524,1.07,21.4,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200312129471,20200312,,HK,BY,USD,1,SE,USD,20200312
L,WEB,NORCROSS,GA,30071,SIT9121AI-2B2-33E100.000000G,10, ,56046088,20200312,2.107,3.87,38.7,1821931,ALTWAY ELECTRONICS INC.,32135,20200313,,US,BY,USD,1,SE,USD,20200312
L,TX,HATFIELD,PA,19440,SIT2001BI-S2-33E-24.000000G,110, ,56048034,20200312,0.359,0.967,106.37,1565248,YOUNGTRON INC.,201514,20200312,,US,BY,USD,1,SE,USD,20200312
L,WEB,HILLSBORO,OR,97006,SIT9102AI-243N33E200.00000X,3, ,56050852,20200312,4.57,9.21,27.63,1314853,"AXIOM ELECTRONICS, LLC",PO-0019097,20200312,,US,BY,USD,1,SE,USD,20200312
L,TX,CORALVILLE,IA,522412736,SIT8918AA-11-33S-25.000000G,50, ,56051106,20200312,1.2484,2.69,134.5,1546832,ROCKWELL COLLINS INC,4507443300,20200312,,US,BY,USD,1,SE,USD,20200312
L,TX,ROCKLEDGE,FL,32955,SiT8021AI-J4-18S-6.144000E,15, ,56052287,20200312,0.457,0.86,12.9,1625324,SOLUTIONS MANUFACTURING LLC,97888,20200312,,US,BY,USD,1,SE,USD,20200312
L,WEB,RICHMOND,BC,V6X 2T1,SIT8924BA-11-33E-100.000000G,30, ,56068849,20200313,1.475,3.32,99.6,5815775,ADARA SYSTEMS LTD,EGAMMA PROTOTYPE,20200313,,CA,BY,USD,1,SE,USD,20200313
L,WEB,VIGONE,TO,10067,SIT9120AI-2C3-33E125.000000X,124, ,56061454,20200313,1.596,2.453,304.172,5836639,EFFEGI ELETTRONICA SRL,364,20200313,,IT,BY,USD,1,SE,USD,20200313
L,WEB,ANSBACH,EX,91522,SiT9365AC-2B2-25E100.000000G,5, ,56010492,20200313,3.96,8.374,41.87,5240580,OECHSLER AG,BANF 10221177,20200313,,DE,BY,USD,1,SE,USD,20200313
L,TX,ROCHESTER,MN,55901,SIT1533AI-H4-DCC-32.768G,200, ,56019873,20200313,0.517,1.013,202.6,1833896,BENCHMARK ELECTRONICS,WPC089245,20200313,,US,BY,USD,1,SE,USD,20200313
L,WEB,KOWLOON,EX,0,SiT9102AI-243N25E200.00000X,10, ,56044070,20200313,5.484,7.97,79.7,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO217684,20200313,,HK,BY,USD,1,SE,USD,20200313
L,WEB,KOWLOON,EX,0,SiT8103AC-32-33E-66.00000X,3, ,56044664,20200313,0.51,1.27,3.81,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO218120,20200313,,HK,BY,USD,1,SE,USD,20200313
L,TX,NESS-ZIONA,EX,7403635,SIT1552AI-JE-DCC-32.768E,160, ,56049890,20200313,0.851,1.763,282.08,5721566,AEROSCOUT ENTERPRISE,PO20000494,20200313,,IL,BY,USD,1,SE,USD,20200313
L,WEB,NIGRAN,PO,36350,SIT8008AI-11-18E-33.333333G,3, ,56050361,20200313,0.511,1.181,3.543,5A07432,ALEN SPACE,AL-PRO-2020-087,20200313,,ES,BY,USD,1,SE,USD,20200313
L,WEB,"ZHONGLI CITY, TAOYUAN COUNTY",EX,32065,SIT8924BA-22-33E-8.192000G,4, ,56051664,20200313,1.475,3.755,15.02,5385294,Natural Person,18568116,20200313,,TW,BY,USD,1,SE,USD,20200313
L,TX,SAN JOSE,CA,95131,SiT8021AC-J4-18S-24.000000E,15, ,56055035,20200313,0.416,0.785,11.775,1716057,"ACRONICS SYSTEMS, INC.",PGOO64200312-01,20200313,,US,BY,USD,1,SE,USD,20200313
L,CA,SANTA ANA,CA,92705,SiT8008BI-73-33E-20.000000G,10, ,56055670,20200313,0.43,1.672,16.72,1842672,"REGAL TECHNOLOGY PARTNERS, INC.",70001761,20200313,,US,BY,USD,1,SE,USD,20200313
L,WEB,NAGANO,EX,3850021,SiT9120AI-2D3-25E200.000000X,3, ,56059587,20200313,1.596,2.81,8.43,5764466,"CORE STAFF CO., LTD (C)",200312HAA0318-0319,20200313,,JP,BY,USD,1,SE,USD,20200313
L,FR,ROSHEIM,EX,67560,SIT1552AC-JE-DCC-32.768D,2, ,56065074,20200313,0.76,1.585,3.17,5841162,PROTOELECTRONIQUE,AP20202169-R,20200313,,FR,BY,USD,1,SE,USD,20200313
L,WEB,TROISDORF,EX,D53842,SIT1533AC-H5-DCC-32.768E,50, ,56065677,20200313,0.396,0.881,44.05,5011803,SOPHILUTION GMBH,SOP200313A,20200313,,DE,BY,USD,1,SE,USD,20200313
L,WEB,HYDERABAD,EX,501359,SIT1533AI-H4-DCC-32.768D,500, ,56066999,20200313,0.416,0.708,354,1855631,EMBEDDED IT SOLUTIONS INDIA P,18573478,20200313,,IN,BY,USD,1,SE,USD,20200313
L,WEB,SAN FRANCISCO,CA,94103,SiT8021AI-J4-XXS-12.000000E,12, ,56071388,20200313,0.457,1.35,16.2,1403022,Natural Person,12388-10,20200313,,US,BY,USD,1,SE,USD,20200313
L,WEB,CHILGOK-GUN,EX,39843,SIT9102AI-243N33E200.00000X,5, ,56080369,20200316,4.57,9.21,46.05,5908108,GSC,18585084,20200316,,KR,BY,USD,1,SE,USD,20200316
L,WEB,KOWLOON,EX,0,SiT9102AI-243N25E200.00000X,3, ,56061072,20200316,5.484,8.47,25.41,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO218024,20200316,,HK,BY,USD,1,SE,USD,20200316
L,TX,APPLETON,WI,54911,SiT8103AI-13-33E-33.00000X,25, ,56021591,20200316,0.6,1.59,39.75,1949702,DUCOMMUN INCORPORATED,241761-00,20200316,,US,BY,USD,1,SE,USD,20200316
L,WEB,HSINCHU COUNTY,EX,31040,SIT2001BI-S2-33E-24.000000G,2, ,56060798,20200316,0.359,1.23,2.46,5333652,INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE,S530000914,20200316,,TW,BY,USD,1,SE,USD,20200316
L,WEB,VIGONE,TO,10067,SiT8021AI-J4-18S-8.000000E,62, ,56062182,20200316,0.457,1.11,68.82,5836639,EFFEGI ELETTRONICA SRL,365,20200316,,IT,BY,USD,1,SE,USD,20200316
L,WEB,SENTJERNEJ,EX,8310,SIT8008BI-73-18S-25.000000G,4, ,56065704,20200316,0.43,1.148,4.592,5864054,L-TEK D.O.O.,20-023-001390,20200316,,SI,BY,USD,1,SE,USD,20200316
L,WEB,HILLSBORO,OR,97006,SIT8008AC-33-33E-90.000000X,20, ,56071953,20200316,0.409,1.02,20.4,1314853,"AXIOM ELECTRONICS, LLC",PO-0019118,20200316,,US,BY,USD,1,SE,USD,20200316
L,WEB,EAST BENDIGO,VI,3550,SIT1533AI-H4-AA3-32.768E,10, ,56073317,20200316,0.416,0.999,9.99,5065454,37SOUTH PTY LTD,PJ370292,20200316,,AU,BY,USD,1,SE,USD,20200316
L,WEB,HYDERABAD,TG,500030,SIT8008AI-73-33E-33.333333G,10, ,56075385,20200316,0.43,0.959,9.59,5A2C407,FALCONX TECHNOLOGIES,18581589,20200316,,IN,BY,USD,1,SE,USD,20200316
L,IL,RAANANA,EX,294,SiT8103AI-13-33E-4.00000X,10, ,56075648,20200316,0.6,0.936,9.36,5896644,MICATALOG LTD,SESP MOUSER-14,20200316,,IL,BY,USD,1,SE,USD,20200316
L,WEB,HWASEONG-SI,EX,18469,SiT1533AI-H4-DCC-32.768E,1000, ,56079814,20200316,0.416,0.688,688,5261085,DIT CO.,DIT-20200316-DA,20200316,,KR,BY,USD,1,SE,USD,20200316
L,WEB,SEOUL,EX,8217,SiT1533AI-H4-DCC-32.768E,250, ,56080895,20200316,0.416,0.818,204.5,5402144,SEMIBASE,DREAMTECH,20200316,,KR,BY,USD,1,SE,USD,20200316
L,WEB,REZZATO,BS,25086,SIT9005AI-21-33ED37.125000E,150, ,56081361,20200316,1.13,2.044,306.6,5968149,Natural Person,18585503,20200316,,IT,BY,USD,1,SE,USD,20200316
L,WEB,EXETER,DE,EX2 5WS,SiT8021AI-J4-XXS-12.288000E,5, ,56081480,20200316,0.457,1.78,8.9,5719587,MICHAEL J WATTS CONSULTANT,BN2021,20200316,,GB,BY,USD,1,SE,USD,20200316
L,WEB,HONG KONG,EX,0,SiT8021AC-J4-18S-24.000000E,10, ,56074436,20200317,0.416,0.893,8.93,5722942,TRADE SERVICES COMPANY LIMITED,PO00242038,20200317,,HK,BY,USD,1,SE,USD,20200317
L,WEB,NEW TAIPEI CITY,EX,22103,SIT8209AI-21-33S-100.000000X,39, ,56085888,20200317,1.26,2.65,103.35,5920962,ADSAM TECHNOLOGY LTD,18588494,20200317,,TW,BY,USD,1,SE,USD,20200317
L,WEB,HILLSBORO,OR,97006,SIT9102AI-243N33E200.00000X,5, ,56090767,20200317,4.57,9.21,46.05,1314853,"AXIOM ELECTRONICS, LLC",PO-0019132,20200317,,US,BY,USD,1,SE,USD,20200317
L,TX,MILPITAS,CA,95035,SiT9365AC-4B2-33E100.000000G,10, ,56072063,20200317,3.96,6.86,68.6,1297269,TELEDYNE LECROY,POS020530,20200317,,US,BY,USD,1,SE,USD,20200317
L,TX,STEINACH,SG,9323,SIT1566AI-JE-18E-32.768E,190, ,56093894,20200317,1.166,1.93,366.7,5697072,VARIOSYSTEMS AG,4500487036,20200317,,CH,BY,USD,1,SE,USD,20200317
L,WEB,GEUMCHEON-GU,EX,8504,SiT8021AI-J4-XXS-16.000000E,10, ,56094915,20200317,0.457,1.43,14.3,5075439,ELEPARTS(C),ELE20200317CSA-M2,20200317,,KR,BY,USD,1,SE,USD,20200317
L,WEB,GEUMCHEON-GU,EX,8504,SiT8021AI-J4-XXS-4.000000E,10, ,56094915,20200317,0.457,1.43,14.3,5075439,ELEPARTS(C),ELE20200317CSA-M2,20200317,,KR,BY,USD,1,SE,USD,20200317
L,WEB,FUJISAWA,EX,2520804,SIT9102AI-243N33E200.00000X,30, ,56095730,20200317,4.57,9.191,275.73,5484502,"YOROTEX.CO.,LTD",18593462,20200317,,JP,BY,USD,1,SE,USD,20200317
L,TX,"SEOUL, KOREA",EX,8584,SiT5157AI-FK-33N0-100.000000X,3, ,56097529,20200317,25.2551,45.24,135.72,5787423,ICBANQ (C),B200317009067,20200317,,KR,BY,USD,1,SE,USD,20200317
L,WEB,RICHARDSON,TX,75081,SiT8008BC-81-33E-25.000000X,120, ,56100038,20200317,0.51,0.963,115.56,1798025,"NPI TECHNOLOGIES, INC.",PLA212183,20200317,,US,BY,USD,1,SE,USD,20200317
L,WEB,ISMANING,EX,85737,SIT9121AI-2C2-33E125.000000X,3, ,56101089,20200317,2.1073,4.362,13.086,5839014,CAD SERVICE BH GMBH CO. KG,315268,20200317,,DE,BY,USD,1,SE,USD,20200317
L,WEB,WEIFANG,SD,261011,SIT2001BI-S2-33E-50.000000G,25, ,56092799,20200317,0.452,1.037,25.925,5347633,"SHANDONG FREE OPTICS TECH CO.,LTD",FREE-SDHT-2003-041,20200317,,CN,BY,USD,1,SE,USD,20200317
L,WEB,WEIFANG,SD,261011,SIT2001BI-S2-33E-50.000000G,25, ,56075891,20200318,0.452,1.037,25.925,5347633,"SHANDONG FREE OPTICS TECH CO.,LTD",FREE-SDHT-2003-039,20200318,,CN,BY,USD,1,SE,USD,20200318
L,WEB,NUTLEY,NJ,7110,SIT5000AICGE-33E0-25.000000X,30, ,56105741,20200318,1.12,1.74,52.2,1135120,PNC INC,50071,20200318,,US,BY,USD,1,SE,USD,20200318
L,TX,LOCKPORT,IL,604412200,SIT9102AI-232N33E125.00000X,9, ,56108529,20200318,6.708,9.86,88.74,1606278,DYNAMIC SIGNALS LLC,15705,20200318,,US,BY,USD,1,SE,USD,20200318
L,WEB,TIANJIN,TJ,300308,SIT9121AI-2B3-33E200.00000G,1, ,56112753,20200318,1.915,4.262,4.262,600D5C4,Natural Person,18602624,20200318,,CN,BY,USD,1,SE,USD,20200318
L,WEB,SAN JOSE,CA,95131,SIT8008BI-22-18E-100.000000G,50, ,56122897,20200318,0.511,1.12,56,1833283,GREEN CIRCUITS,546687,20200318,,US,BY,USD,1,SE,USD,20200318
L,WEB,SHENZHEN,GD,518031,SIT1533AC-H5-DCC-32.768E,102, ,56112471,20200318,0.396,0.798,81.396,5726880,Natural Person,18602878,20200318,,CN,BY,USD,1,SE,USD,20200318
L,TX,CINCINNATI,OH,45245,SiT5157AI-FK-33N0-100.000000X,60, ,56041462,20200318,25.2551,44.476,2668.56,1528993,L-3 FUZING & ORDNANCE SYS,CB-00528,20200318,,US,BY,USD,1,SE,USD,20200318
L,WEB,GEUMCHEON-GU,EX,8504,SIT8008BIF22-33E-64.000000G,20, ,56127664,20200319,0.511,0.986,19.72,5075439,ELEPARTS(C),ELE20200319CSA-M2,20200319,,KR,BY,USD,1,SE,USD,20200319
L,WEB,KOWLOON,EX,0,SiT8021AI-J4-XXS-16.000000E,30, ,56080343,20200319,0.457,1.4,42,5024821,ICGOO ELECTRONICS LIMITED,PO219089,20200319,,HK,BY,USD,1,SE,USD,20200319
L,WEB,NUTLEY,NJ,7110,SIT8924BA-73-18E-25.000000G,-22, ,56138300,20200319,1.124,1.62,-35.64,1135120,PNC INC,50047,20200319,,US,BY,USD,1,SE,USD,20200319
L,WEB,LISBOA,EX,1950421,SIT1552AI-JF-DCC-32.768E,5, ,56128172,20200319,0.784,1.826,9.13,5013020,JANZ CONTAGEM E GESTAO DE FLUIDOS SA,PDC 262,20200319,,PT,BY,USD,1,SE,USD,20200319
L,WEB,SUWON,EX,16648,SIT9005AI-21-33EH40.000000E,5, ,56109006,20200319,1.13,2.823,14.115,5878880,SAMJUNGSOLUTION,18601700,20200319,,KR,BY,USD,1,SE,USD,20200319
