H,BRANCH,CITY,STATE,ZIP,PART NO,QTY, ,IVC NBR,DATE,COST,PRICE,RES.EXT,ACCT.,NAME,CUST PO#,SHIP DATE,SHIP NBR,COUNTRY CODE,ID,CURRENCY CODE,EXCHANGE RATE,ID,CURRENCY CODE,EXCHANGE DATE
L,WEB,SUWON,EX,16648,SIT9005AI-21-33ED40.000000E,5, ,56109006,20200319,1.13,2.823,14.115,5878880,SAMJUNGSOLUTION,18601700,20200319,,KR,BY,USD,1,SE,USD,20200319
L,WEB,TAOYUAN CITY,EX,32470,SIT1532AC-J5-DCC-32.768E,250, ,56112090,20200319,0.436,0.829,207.25,5A0429F,"AIRSKY TECHNOLOGY CO., LTD.",18601897,20200319,,TW,BY,USD,1,SE,USD,20200319
L,WEB,WENZHOU,ZJ,325029,SiT1533AI-H4-DCC-32.768E,100, ,56125942,20200319,0.416,0.909,90.9,5268862,"WENZHOU JIAYIYIQI CO.,LTD",M200318W,20200319,,CN,BY,USD,1,SE,USD,20200319
L,WEB,MILFORD,CT,6460,SiT1533AI-H4-DCC-32.768E,15, ,56117276,20200319,0.416,0.94,14.1,1-F6695,Natural Person,18605901,20200319,,US,BY,USD,1,SE,USD,20200319
L,WEB,NAGANO,EX,3850021,SiT1533AI-H4-DCC-32.768E,20, ,56118500,20200319,0.416,0.724,14.48,5764466,"CORE STAFF CO., LTD (C)",200318HGB0323-0430,20200319,,JP,BY,USD,1,SE,USD,20200319
L,DE,GRUENHAIN-BEIERFELD,EX,8341,SIT8924BM-71-33E-20.000000G,13, ,56118377,20200319,2.809,5.521,71.773,5819725,TURCK BEIERFELD GMBH,5066745,20200319,,DE,BY,USD,1,SE,USD,20200319
L,IL,RAANANA,EX,294,SiT8103AI-13-33E-4.00000X,10, ,56126922,20200319,0.6,0.936,9.36,5896644,MICATALOG LTD,SESP MOUS15,20200319,,IL,BY,USD,1,SE,USD,20200319
L,WEB,SHA TIN,HK,0,SiT1533AI-H4-D14-32.768E,20, ,56112702,20200319,0.416,0.865,17.3,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200318770871,20200319,,HK,BY,USD,1,SE,USD,20200319
L,WEB,TAIPEI,EX,10646,SIT8103AC-23-18E-33.33333X,6, ,56095425,20200319,0.564,1.788,10.728,5380617,MAPLES MICRO SYSTEM CORP.,18593517,20200319,,TW,BY,USD,1,SE,USD,20200319
L,TX,NUTLEY,NJ,7110,SIT8924BA-73-18E-25.000000G,22, ,56133999,20200319,1.124,1.62,35.64,1135120,PNC INC,50047,20200319,,US,BY,USD,1,SE,USD,20200319
L,WEB,GURO-GU,EX,8214,SIT8008BI-73-XXS-33.333333G,3, ,56127485,20200320,0.43,1.17,3.51,5953974,YG COMPANY,18611543,20200320,,KR,BY,USD,1,SE,USD,20200320
L,WEB,SEOUL,EX,5373,SIT1602BI-23-33E-25.000000G,50, ,56139743,20200320,0.478,1.08,54,5706629,JC INTERNATIONAL COMPANY,JCIP200320-001,20200320,,KR,BY,USD,1,SE,USD,20200320
L,WEB,SALEM,NH,3079,SiT1532AI-J4-DCC-32.768E,25, ,56152406,20200320,0.4557,0.891,22.275,1040237,GREEN LIGHT MANUFACTURING,PICA GEN4/AFE,20200320,,US,BY,USD,1,SE,USD,20200320
L,WEB,MERING,EX,86415,SIT8924BM-71-33E-1.000000G,3, ,56132332,20200320,2.809,5.794,17.382,5863210,W.E.S.T. ELEKTRONIK-SYSTEME GMBH,18614369,20200320,,DE,BY,USD,1,SE,USD,20200320
L,WEB,TAIPEI,EX,11492,SiT1533AI-H4-DCC-32.768S,120, ,56129572,20200320,0.416,0.832,99.84,5117298,PRIMAX ELECTRONICS LTD.,POC2,20200320,,TW,BY,USD,1,SE,USD,20200320
L,WEB,SUNNYVALE,CA,94086,SIT8008BI-22-33E-18.000000G,8, ,56153054,20200320,0.511,1.04,8.32,1696132,SIERRA CIRCUITS,141556,20200320,,US,BY,USD,1,SE,USD,20200320
L,WEB,ST.PETERSBURG,EX,194223,SiT1602BI-32-33E-50.000000X,50, ,56099712,20200320,0.576,0.974,48.7,5354700,PM ELECTRONICS,PM-997/20,20200320,,RU,BY,USD,1,SE,USD,20200320
L,WEB,RICHARDSON,TX,75081,SIT9121AI-2B2-33E100.000000G,10, ,56091619,20200320,2.107,3.7,37,1676704,"QC GRAPHICS, INC",39614P-12139,20200320,,US,BY,USD,1,SE,USD,20200320
L,WEB,KOWLOON,EX,0,SiT5021AI-2BE-33VQ200.000000X,10, ,56128848,20200320,7.61,11.07,110.7,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO219312,20200320,,HK,BY,USD,1,SE,USD,20200320
L,WEB,KOWLOON,EX,0,SIT8008AI-11-18E-33.333333G,6, ,56128935,20200320,0.511,1.2,7.2,5024821,ICGOO ELECTRONICS LIMITED,PO220250,20200320,,HK,BY,USD,1,SE,USD,20200320
L,WEB,ERFURT,EX,99098,SiT8021AI-J4-18S-16.000000E,10, ,56132227,20200320,0.457,1.013,10.13,5109577,MICROSENSYS GMBH,18614340,20200320,,DE,BY,USD,1,SE,USD,20200320
L,WEB,ST.PETERSBURG,EX,194223,SIT2001BI-S2-33E-24.000000G,3, ,56147580,20200320,0.359,0.899,2.697,5354700,PM ELECTRONICS,PM-1068/20,20200320,,RU,BY,USD,1,SE,USD,20200320
L,WEB,POPERINGE,EX,8970,SIT8924BA-73-18E-25.000000G,3, ,56133554,20200320,1.124,2.503,7.509,5710591,PAGE ELEKTRONIKA,201892,20200320,,BE,BY,USD,1,SE,USD,20200320
L,TX,SANTA ANA,CA,92704,SiT1533AI-H4-DCC-32.768E,30, ,56130972,20200320,0.416,0.94,28.2,1921848,EXPRESS MFG INC,4700016423,20200320,,US,BY,USD,1,SE,USD,20200320
L,TX,FORT WALTON BEACH,FL,32548,SIT8008BI-82-33E-83.333000X,2, ,56171312,20200323,0.534,1.25,2.5,1641249,IRSP DEPOT,41-7040430,20200323,,US,BY,USD,1,SE,USD,20200323
L,MX,"QUERETARO, QRO.",QT,76125,SIT8918AA-13-33S-50.000000G,2, ,56153702,20200323,0.944,2.8,5.6,5972330,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,100101868,20200323,,MX,BY,USD,1,SE,USD,20200323
L,WEB,KOWLOON,EX,0,SIT8008BI-71-33S-16.000000G,100, ,56161055,20200323,0.489,0.861,86.1,5024821,ICGOO ELECTRONICS LIMITED,PO221298,20200323,,HK,BY,USD,1,SE,USD,20200323
L,WEB,POGGIBONSI,SI,53036,SIT8924AA-13-33E-33.333333G,6, ,56115727,20200323,1.18,2.624,15.744,5338381,EMC SRL,ROTOTYPE RLB,20200323,,IT,BY,USD,1,SE,USD,20200323
L,WEB,SEOUL,EX,8505,SiT5155AI-FK-33VT-10.000000X,1, ,56144819,20200323,14.7824,24.59,24.59,5527295,"HIGH TECHNOLOGY CO.,LTD",18621098,20200323,,KR,BY,USD,1,SE,USD,20200323
L,WEB,ROCHESTER,NY,14620,SiT1533AI-H4-DCC-32.768E,110, ,56153695,20200323,0.416,0.77,84.7,1441139,MASTODON DESIGN,MD1003-1700,20200323,,US,BY,USD,1,SE,USD,20200323
L,WEB,GDANSK,EX,80180,SiT5155AI-FK-33VT-10.000000X,2, ,56152055,20200323,14.7824,24.698,49.396,600DF39,MTS TIMUR MURADOV,18625548,20200323,,PL,BY,USD,1,SE,USD,20200323
L,TW,NEW TAIPEI CITY,EX,22175,SiT1552AC-JE-DCC-32.768E,28, ,56143398,20200323,0.76,1.68,47.04,5728721,"CANTRON TECHNOLOGY CO.,LTD.",ME20200316,20200323,,TW,BY,USD,1,SE,USD,20200323
L,WEB,SUZHOU,JS,215128,SIT1552AI-JE-DCC-32.768E,10, ,56143370,20200323,0.851,2.025,20.25,5566396,"SUZHOU SOFER ELECTRONIC&TECHNOLOGY CO.,LTD",118950,20200323,,CN,BY,USD,1,SE,USD,20200323
L,WEB,LOWER SWANWICK,EX,SO31 7GB,SiT8208AI-G3-18E-33.333333X,5, ,56151648,20200323,0.71,1.689,8.445,5647943,BWS,18625288,20200323,,GB,BY,USD,1,SE,USD,20200323
L,WEB,SUZHOU CITY,JS,215104,SIT1552AI-JE-DCC-32.768E,10, ,56127150,20200323,0.851,2.025,20.25,5062711,"SUZHOU SUOFE ELECTRONIC TECHNOLOGY CO., LTD.",118907,20200323,,CN,BY,USD,1,SE,USD,20200323
L,WEB,DELFT,EX,2628BC,SiT2001BI-S2-33E-25.000000E,2, ,56147983,20200323,0.359,0.954,1.908,5376831,Natural Person,MODULECONTROLLER,20200323,,NL,BY,USD,1,SE,USD,20200323
L,WEB,BICESTER,OX,OX26 2UA,SIT1552AI-JF-DCC-32.768E,80, ,56149533,20200323,0.784,1.827,146.16,5004789,SALUNDA,PO/0004532,20200323,,GB,BY,USD,1,SE,USD,20200323
L,WEB,TEMPE,AZ,85284,SiT8021AI-J4-18S-6.144000E,50, ,56153143,20200323,0.457,1.17,58.5,1545505,HYBRID DESIGN ASSOCIATES,210007,20200323,,US,BY,USD,1,SE,USD,20200323
L,WEB,AURORA,CO,80011,SIT8008BI-12-25E-25.000000G,39, ,56168745,20200323,0.511,1.12,43.68,1749688,ADVANCED ASSEMBLY,B91488 AA,20200323,,US,BY,USD,1,SE,USD,20200323
L,WEB,SHA TIN,HK,0,SiT5021AI-2DE-33E-100.000000X,4, ,56174936,20200324,6.88,10.64,42.56,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200324703391,20200324,,HK,BY,USD,1,SE,USD,20200324
L,TX,PLANO,TX,75074,SIT9121AI-2B2-33E100.000000G,50, ,56175139,20200324,2.107,3.38,169,1506971,PRECISION TECHNOLOGY INC.,115442,20200324,,US,BY,USD,1,SE,USD,20200324
L,HK,HONG KONG,EX,0,SiT8103AI-13-33E-50.00000X,3, ,56145353,20200324,0.6,1.49,4.47,5880034,"SHENZHEN ICHUNT TECHNOLOGY CO., LTD.",A28614 B43875,20200324,,HK,BY,USD,1,SE,USD,20200324
L,WEB,SEOUL,EX,8390,SiT9102AI-243N25E200.00000X,30, ,56129164,20200324,5.484,7.62,228.6,5869251,ILWOL SEMICOM,IW200319-1213,20200324,,KR,BY,USD,1,SE,USD,20200324
L,IL,RAANANA,EX,294,SIT1602BI-13-33E-50.000000G,25, ,56163871,20200324,0.478,0.926,23.15,5896644,MICATALOG LTD,N-ES 38599700400/2,20200324,,IL,BY,USD,1,SE,USD,20200324
L,WEB,KAOHSIUNG CITY,EX,813,SiT8021AI-J4-XXS-12.288000E,20, ,56163250,20200324,0.457,1.833,36.66,5A21EC7,TRIGREATTECH,18632930,20200324,,TW,BY,USD,1,SE,USD,20200324
L,TW,NEW TAIPEI CITY,EX,22175,SiT1552AC-JE-DCC-32.768E,103, ,56125402,20200324,0.76,1.44,148.32,5728721,"CANTRON TECHNOLOGY CO.,LTD.",CY20021B003,20200324,,TW,BY,USD,1,SE,USD,20200324
L,WEB,DAEJEON-SI,EX,34166,SiT9102AI-243N25E200.00000X,1, ,56144177,20200324,5.484,9.21,9.21,5272056,VICTONICS,VIC20200320K,20200324,,KR,BY,USD,1,SE,USD,20200324
L,WEB,AURORA,CO,80011,SIT8008BI-12-25E-25.000000G,47, ,56198683,20200325,0.511,1.12,52.64,1749688,ADVANCED ASSEMBLY,B91489,20200325,,US,BY,USD,1,SE,USD,20200325
L,TX,LONGMONT,CO,80503,SiT8103AI-13-33E-24.00000X,18, ,56158357,20200325,0.6,1.32,23.76,1566804,ONCORE MANUFACTURING,576401,20200325,,US,BY,USD,1,SE,USD,20200325
L,WEB,BUNKYO-KU TOKYO,EX,1130034,SiT1533AI-H4-DCC-32.768E,25, ,56175813,20200325,0.416,0.993,24.825,5A0D397,"M A SYSTEM CO.,LTD",18639760,20200325,,JP,BY,USD,1,SE,USD,20200325
L,TX,EL PASO,TX,79927,SIT1533AI-H4-D13-32.768G,208, ,56186640,20200325,0.517,0.978,203.424,1515745,EPIC TECHNOLOGIES C/O G-GLOBAL,166796,20200325,,US,BY,USD,1,SE,USD,20200325
L,WEB,AURORA,CO,80011,SIT8008BI-73-33E-31.250000G,10, ,56199446,20200325,0.43,0.972,9.72,1749688,ADVANCED ASSEMBLY,B92674,20200325,,US,BY,USD,1,SE,USD,20200325
L,TX,RICHARDSON,TX,75081,SIT9102AC-331H18S19.44000X,2, ,56201507,20200325,7.13,12.41,24.82,1798025,NPI TECHNOLOGIES,200325-GD-212975,20200325,,US,BY,USD,1,SE,USD,20200325
L,WEB,SHA TIN,HK,0,SIT8008BI-21-33E-100.000000G,15, ,56177881,20200325,0.511,1.03,15.45,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200324131361,20200325,,HK,BY,USD,1,SE,USD,20200325
L,WEB,SUNNYVALE,CA,94086,SIT1552AI-JE-DCC-32.768E,2, ,56200743,20200325,0.851,1.83,3.66,1696132,SIERRA CIRCUITS,141709,20200325,,US,BY,USD,1,SE,USD,20200325
L,WEB,SHA TIN,HK,0,SiT8103AI-23-33E-25.00000X,50, ,56192394,20200325,0.6,1.46,73,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200325114531,20200325,,HK,BY,USD,1,SE,USD,20200325
L,WEB,AURORA,CO,80011,SIT8008BI-73-33E-31.250000G,15, ,56198163,20200325,0.43,0.972,14.58,1749688,ADVANCED ASSEMBLY,B92675,20200325,,US,BY,USD,1,SE,USD,20200325
L,WEB,SHA TIN,HK,0,SIT9120AI-2C3-33E125.000000X,15, ,56177881,20200325,1.596,3.08,46.2,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200324131361,20200325,,HK,BY,USD,1,SE,USD,20200325
L,WEB,MARTILLAC,EX,33650,SIT9102AI-243N33E200.00000X,3, ,56180272,20200325,4.57,9.062,27.186,5538473,EMSPROTO,PROTO-18310,20200325,,FR,BY,USD,1,SE,USD,20200325
L,WEB,KANSAS CITY,MO,64114,SiT1533AI-H4-DCC-32.768E,25, ,56186946,20200325,0.416,1.22,30.5,1260900,MANDY AMBS,IMX8MINI,20200325,,US,BY,USD,1,SE,USD,20200325
L,WEB,SHA TIN,HK,0,SiT9365AC-1B2-33E156.250000G,30, ,56160691,20200325,3.96,6.13,183.9,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200323903281,20200325,,HK,BY,USD,1,SE,USD,20200325
L,WEB,DAEJEON,EX,34186,SiT1568AI-JE-DCC-32.768E,214, ,56178305,20200326,1.515,2.72,582.08,5232318,DAEMYUNG SEMICONDUCTOR,DMJ200324,20200326,,KR,BY,USD,1,SE,USD,20200326
L,HK,"KWUN TONG,KOWLOON",EX,0,SIT8924BA-22-33E-8.192000G,5, ,56204553,20200326,1.475,3.07,15.35,5933995,HK LIANCHUANG ELECTRONICS CO LTD(C),MOUSER20032510,20200326,,HK,BY,USD,1,SE,USD,20200326
L,WEB,NEVE ILLAN,EX,9085000,SIT1602BI-13-33E-50.000000G,40, ,56181835,20200326,0.478,1.09,43.6,5524398,ILLUMIGYN LTD,18643364,20200326,,IL,BY,USD,1,SE,USD,20200326
L,WEB,AUGSBURG,EX,86159,SIT2024BA-S2-33E-25.000000G,3, ,56194681,20200326,1.124,2.503,7.509,5A13407,ROCKET FACTORY AUGSBURG AG,20200636_PPAP,20200326,,DE,BY,USD,1,SE,USD,20200326
L,DE,ALSDORF,EX,52477,SiT8103AC-22-25E-50.00000X,10, ,56195656,20200326,0.47,1.224,12.24,5396095,MATUSCHEK MESSTECHNIK GMBH,20-20328,20200326,,DE,BY,USD,1,SE,USD,20200326
L,DE,WEISSENSBERG,EX,88138,SiT8924BA-21-33E-33.333330G,20, ,56166556,20200326,1.475,3.34,66.8,5717361,TECNOTRON ELEKTRONIK GMBH,EB093140,20200326,,DE,BY,USD,1,SE,USD,20200326
L,WEB,TREZZANO ROSAA,MI,20060,SIT1552AI-JE-DCC-32.768E,12, ,56186762,20200326,0.851,2.326,27.912,5945169,TECNOMETAL,MBLED TECLAB,20200326,,IT,BY,USD,1,SE,USD,20200326
L,WEB,SEOUL,EX,8217,SIT8918AA-13-33S-50.000000G,4, ,56176111,20200326,0.944,2.459,9.836,5116928,"KMD SYSTEM CO.,LTD",18638971,20200326,,KR,BY,USD,1,SE,USD,20200326
L,WEB,SINGAPORE,EX,550263,SiT8021AI-J4-18S-2.048000E,35, ,56207391,20200326,0.457,1.03,36.05,5573451,DR RENO INTERIOR,2003014M,20200326,,SG,BY,USD,1,SE,USD,20200326
L,WEB,BEIJING,BJ,100085,SIT9121AI-2B3-33E200.00000G,4, ,56193085,20200327,1.915,4.262,17.048,600E39F,"BEIJIGN GUOJI TECH CO.,LTD",18630678,20200327,,CN,BY,USD,1,SE,USD,20200327
L,WEB,SHA TIN,HK,0,SIT1552AI-JE-DCC-32.768E,5, ,56222183,20200327,0.851,1.97,9.85,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200327107441,20200327,,HK,BY,USD,1,SE,USD,20200327
L,WEB,SHA TIN,HK,0,SIT9120AI-2C2-33E100.000000X,5, ,56222183,20200327,1.756,3.58,17.9,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200327107441,20200327,,HK,BY,USD,1,SE,USD,20200327
L,CA,SAN JOSE,CA,95138,SIT8924BM-71-33E-1.000000G,10, ,56214244,20200327,2.809,5.47,54.7,1728142,OMEGA EMS,907145,20200327,,US,BY,USD,1,SE,USD,20200327
L,WEB,SUNNYVALE,CA,94085,SIT9120AI-2B1-33E50.000000E,345, ,56205965,20200327,1.386,2.42,834.9,1108898,CLARISSA WONG,18656359,20200327,,US,BY,USD,1,SE,USD,20200327
L,TW,MIAOLI,EX,360,SiT9120AI-2D3-25E200.000000X,12, ,56157794,20200327,1.596,3.36,40.32,5637433,SINBON ELECTRONICS CO LTD,MAU-2003000075,20200327,,TW,BY,USD,1,SE,USD,20200327
L,WEB,KOWLOON,EX,0,SIT9120AI-2C2-33E100.000000X,20, ,56207837,20200327,1.756,3.25,65,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO222727,20200327,,HK,BY,USD,1,SE,USD,20200327
L,TX,FREMONT,CA,94539,SiT8021AC-J4-18S-24.000000E,4, ,56228117,20200327,0.416,0.91,3.64,1603960,SONIC MANUFACTURING TECHNOLOGIES INC,SM285389,20200327,,US,BY,USD,1,SE,USD,20200327
L,WEB,SAGAMIHARA-SHI,EX,2520206,SIT2024BM-S1-XXX-000.FP0000G,25, ,56219300,20200327,2.023,4.047,101.175,5768977,SCHLUMBERGER K.K.,GP51236_SOMAYA,20200327,,JP,BY,USD,1,SE,USD,20200327
L,WEB,KOWLOON,EX,0,SIT9120AI-2D3-33E200.000000X,20, ,56207794,20200327,1.596,2.95,59,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO222732,20200327,,HK,BY,USD,1,SE,USD,20200327
L,WEB,TAIPEI,EX,11492,SIT1552AI-JF-DCC-32.768D,45, ,56236504,20200330,0.784,1.74,78.3,5117298,PRIMAX ELECTRONICS LTD.,18666278,20200330,,TW,BY,USD,1,SE,USD,20200330
L,WEB,RENNES,EX,35000,SIT8008BI-71-18S-80.000000G,4, ,56214072,20200330,0.489,1.324,5.296,5114003,INNES,18660952,20200330,,FR,BY,USD,1,SE,USD,20200330
L,WEB,TAIPEI,EX,11492,SiT1533AI-H4-DCC-32.768E,30, ,56223073,20200330,0.416,0.94,28.2,5117298,PRIMAX ELECTRONICS LTD.,18665629,20200330,,TW,BY,USD,1,SE,USD,20200330
L,FR,VALLET,EX,44330,SiT1533AI-H4-D26-32.768E,330, ,56174731,20200330,0.416,0.784,258.72,5965192,SELVA,A202001322,20200330,,FR,BY,USD,1,SE,USD,20200330
L,WEB,VANTAA,EX,1530,SIT8008BI-12-25E-25.000000G,20, ,56205265,20200330,0.511,1.12,22.4,5288633,OPTIMA FREIGHT OY,18651287,20200330,,FI,BY,USD,1,SE,USD,20200330
L,WEB,SHA TIN,HK,0,SiT5000AI-3D-33E0-10.000000X,2, ,56239461,20200330,1.18,2.66,5.32,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200330741391,20200330,,HK,BY,USD,1,SE,USD,20200330
L,WEB,SUZHOU,JS,215128,SIT1552AI-JE-DCC-32.768E,120, ,56195925,20200330,0.851,1.723,206.76,5566396,"SUZHOU SOFER ELECTRONIC&TECHNOLOGY CO.,LTD",119006,20200330,,CN,BY,USD,1,SE,USD,20200330
L,WEB,SHANGHAI,SH,200083,SiT8008BI-13-33E-12.000000G,3, ,56231194,20200330,0.45,1.132,3.396,600F34B,Natural Person,18664795,20200330,,CN,BY,USD,1,SE,USD,20200330
L,WEB,SHANGHAI,SH,200083,SiT8008BI-12-XXS-25.000000G,3, ,56231194,20200330,0.511,1.203,3.609,600F34B,Natural Person,18664795,20200330,,CN,BY,USD,1,SE,USD,20200330
L,WEB,BEIJING,BJ,101400,SiT5155AI-FK-33E0-20.000000X,2, ,56227333,20200330,15.0228,24.635,49.27,5A273EE,"BEIJING SIFANG MEASUREMENT & CONTROL TECHNOLOGY CO., LTD.",18668274,20200330,,CN,BY,USD,1,SE,USD,20200330
L,WEB,NEZ ZYONA,EX,7403118,SiT8103AI-13-33E-33.00000X,10, ,56156166,20200330,0.6,1.59,15.9,5733338,P.M.I. ELECTRONICS,3201-5083,20200330,,IL,BY,USD,1,SE,USD,20200330
L,WEB,SAN MARTINO SICCOMARIO,PV,27028,SiT5157AI-FK-33N0-100.000000X,2, ,56224275,20200330,25.2551,48.815,97.63,5888143,BASELECTRON S.R.L.,ITS (S00323),20200330,,IT,BY,USD,1,SE,USD,20200330
L,TX,BURNABY,BC,V5J 5H8,SIT8008BI-72-33E-24.000000G,200, ,56248362,20200330,0.489,0.978,195.6,5533742,CREATION TECHNOLOGIES LP,2663508,20200330,,CA,BY,USD,1,SE,USD,20200330
L,WEB,SHA TIN,HK,0,SiT5157AI-FK-33N0-100.000000X,5, ,56207614,20200330,25.2551,45.24,226.2,5953884,GALAXY ELECTRONICS(HONGKONG)LIMITED,PO200326073201,20200330,,HK,BY,USD,1,SE,USD,20200330
L,WEB,CUPERTINO,CA,95014,SIT2001BI-S2-33E-24.000000G,1, ,56232334,20200330,0.359,1.23,1.23,1A02086,E2 DESIGNS,18671217,20200330,,US,BY,USD,1,SE,USD,20200330
L,IL,RAANANA,EX,294,SIT9120AI-2C2-33E100.000000X,18, ,56242138,20200330,1.756,2.589,46.602,5896644,MICATALOG LTD,GETSAT PO20000366,20200330,,IL,BY,USD,1,SE,USD,20200330
L,DE,WEISSENSBERG,EX,88138,SiT9102AI-243N25E200.00000X,32, ,56243417,20200331,5.484,8.596,275.072,5717361,TECNOTRON ELEKTRONIK GMBH,EB093279,20200331,,DE,BY,USD,1,SE,USD,20200331
L,WEB,DAEJEON CITY,EX,35221,SiT9365AC-1B2-33E156.250000G,34, ,56245037,20200331,3.96,7.174,243.916,5317533,CAC-TECH,CAC-2003-002,20200331,,KR,BY,USD,1,SE,USD,20200331
L,WEB,GUMI-SI,EX,39376,SIT9102AI-243N33E200.00000X,10, ,56258114,20200331,4.57,8.66,86.6,5309524,DIEM,18686470,20200331,,KR,BY,USD,1,SE,USD,20200331
L,WEB,KOWLOON,EX,0,SIT9102AI-243N33E200.00000X,3, ,56221827,20200331,4.57,8.47,25.41,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO223176,20200331,,HK,BY,USD,1,SE,USD,20200331
L,WEB,OGDEN,UT,84403,SIT1534AI-H4-DCC-00.256G,4, ,56236218,20200331,0.842,1.99,7.96,1331002,Natural Person,18675756,20200331,,US,BY,USD,1,SE,USD,20200331
L,WEB,SAN JOSE,CA,95131,SIT8924AA-13-33E-33.333333G,1, ,56253701,20200331,1.18,2.2,2.2,1833283,GREEN CIRCUITS,547187,20200331,,US,BY,USD,1,SE,USD,20200331
L,WEB,XIAN,SN,710065,SIT8103AI-22-33E-50.00000T,10, ,56259620,20200331,0.6,1.593,15.93,5541646,"XIAN AIKESA TECHNOLOGY CO.,LTD",18687272,20200331,,CN,BY,USD,1,SE,USD,20200331
L,WEB,KOWLOON,EX,0,SiT8103AI-13-33E-50.00000X,4, ,56240098,20200331,0.6,1.49,5.96,5923406,"HONG KONG WANLUTONG INTERNATIONAL LOGISTICS CO., LIMITED",PO224012,20200331,,HK,BY,USD,1,SE,USD,20200331
L,WEB,DAEJEON CITY,EX,35221,SiT9102AI-243N25E200.00000X,17, ,56245037,20200331,5.484,9.329,158.593,5317533,CAC-TECH,CAC-2003-002,20200331,,KR,BY,USD,1,SE,USD,20200331
L,TX,HAYWARD,CA,94545,SiT9120AI-2C3-33E200.000000X,50, ,56266036,20200331,1.596,3.19,159.5,1834266,AMPEX DATA SYSTEMS CORP,50PO-01667,20200331,,US,BY,USD,1,SE,USD,20200331
S,316,,,,,,,,,,,,,,,,,,,,,,,
